시군명,경로당명,소재지지번주소,전화번호,인허가일자,운영상태,입소정원,데이터기준일자
의정부시,민락17단지아파트경로당," 의정부시 송양로 75 (민락동, 민락17단지)",031-852-8899,2015-02-10,운영,21,2025-06-25
의정부시,민락호반베르디움1차아파트경로당,"의정부시 민락로 211(민락동, 민락호반베르디움1차아파트)",,2018-08-01,운영,23,2025-06-25
의정부시,민락우미린더스카이아파트경로당,"의정부시 송양로 76(민락동, 민락우미린더스카이아파트)",,2019-11-01,운영,31,2025-06-25
의정부시,자금동꽃동네경로당, 의정부시 하금로 15-10 (금오동),031-847-2468,1978-11-15,운영,51,2025-06-25
의정부시,상금오경로당(대체시설)," 의정부시 금오로102-19, 2층 202호(금오동, 세명그린빌)",031-846-6403,1978-01-01,운영,53,2025-06-25
의정부시,중금오경로당, 의정부시 금오로23번길 29 (금오동),031-847-9513,1982-10-09,운영,63,2025-06-25
의정부시,거북경로당, 의정부시 거북로11번길 18 (금오동),031-846-9126,1986-11-01,운영,54,2025-06-25
의정부시,금오경로당,의정부시 거북로6번길 15(금오동),,2022-04-22,운영,28,2025-06-25
의정부시,무정경로당, 의정부시 동일로681번길 24 (금오동),031-847-4272,1991-01-03,운영,36,2025-06-25
의정부시,한양빌라경로당," 의정부시 천보로569번길 12 (금오동, 한양빌라)",031-847-2469,1991-03-10,운영,23,2025-06-25
의정부시,금오세아아파트경로당," 의정부시 상금로 31-14 (금오동, 금오세아아파트)",031-847-3348,1997-05-31,운영,30,2025-06-25
의정부시,거성아파트경로당," 의정부시 상금로 36 (금오동, 거성아파트)",031-846-1778,1998-09-16,운영,22,2025-06-25
의정부시,천보경로당, 의정부시 상금로 47 (금오동),031-846-5276,2000-09-08,운영,36,2025-06-25
의정부시,산장경로당, 의정부시 하금로43번길 26 (금오동),031-846-6416,2000-12-19,운영,20,2025-06-25
의정부시,금오파스텔아파트경로당," 의정부시 상금로 41-16 (금오동, 파스텔아파트)",031-825-8887,1998-06-02,운영,17,2025-06-25
의정부시,금오현대아이파크아파트경로당," 의정부시 부용로 87 (금오동, 현대아이파크아파트)",031-827-5252,2006-02-02,운영,23,2025-06-25
의정부시,금오주공그린빌1단지아파트경로당," 의정부시 부용로 45 (금오동, 주공그린빌1단지아파트)",031-825-2888,2002-10-05,운영,34,2025-06-25
의정부시,귀락경로당," 의정부시 민락로560번길 36-20, 1층 (자일동)",031-851-7119,2004-01-30,운영,32,2025-06-25
의정부시,금오주공3단지아파트경로당," 의정부시 청사로48번길 26 (금오동, 금오주공3단지아파트)",031-853-5266,2004-05-12,운영,38,2025-06-25
의정부시,금오신도브래뉴1차아파트경로당," 의정부시 호국로 1369 (금오동, 금오신도브래뉴1차아파트)",031-848-7642,2005-03-28,운영,29,2025-06-25
의정부시,금오주공그린빌2차아파트경로당," 의정부시 하금로 44 (금오동, 금오주공그린빌2차아파트)",031-848-2988,2005-08-06,운영,41,2025-06-25
의정부시,금오우암센스뷰아파트경로당," 의정부시 천보로 287 (금오동, 우암센스뷰아파트)",031-824-3633,2007-09-19,운영,23,2025-06-25
의정부시,자일2통경로당," 의정부시 호국로 1782, 2층(자일동)",031-847-1300,2008-02-01,운영,31,2025-06-25
의정부시,금오2차신도브래뉴업아파트경로당," 의정부시 동일로 660 (금오동, 금오2차신도브래뉴업아파트)",031-847-4547,2008-05-28,운영,42,2025-06-25
의정부시,금오벽산블루밍아파트경로당," 의정부시 금오로 92 (금오동, 벽산블루밍아파트)",031-8083-2260,2008-10-29,운영,23,2025-06-25
의정부시,아남주상복합아파트경로당,의정부시 호국로 1385(금오동),,2020-01-03,운영,23,2025-06-25
의정부시,가능1동분회(신촌)경로당," 의정부시 신촌로17번길 29-21, 1층 (가능동)",031-875-6458,1991-01-03,운영,41,2025-06-25
의정부시,가능1동북부경로당, 의정부시 신흥로353번길 19 (가능동),031-875-6458,1988-09-01,운영,30,2025-06-25
의정부시,입석경로당, 의정부시 입석로 97 (가능동),031-826-5090,1992-01-21,운영,36,2025-06-25
의정부시,성원경로당, 의정부시 녹양로34번길 59 (가능동),031-875-4868,1993-10-13,운영,20,2025-06-25
의정부시,가재울경로당, 의정부시 흥선로15번길 49-6 (가능동),031-829-1027,1998-10-12,운영,53,2025-06-25
의정부시,가능경로당, 의정부시 신촌로53번길 48 (가능동),031-874-3144,2005-09-29,운영,60,2025-06-25
의정부시,SK뷰아파트경로당," 의정부시 신촌로 18-7, 1층 (가능동, SK뷰아파트)",031-836-9069,2007-12-03,운영,32,2025-06-25
의정부시,금광포란재이너스아파트경로당," 의정부시 녹양로18번길 30, 1층 (가능동, 금광포란재이너스아파트)",031-826-2310,2009-03-05,운영,22,2025-06-25
의정부시,가능풍전경로당," 의정부시 비우로20번길 32, 6-101가능동)",,2019-06-10,운영,23,2025-06-25
의정부시,힐스테이트녹양역아파트경로당,"의정부시 가금로34번길 23(가능동, 힐스테이트녹양아파트)",031-928-5073,2019-06-27,운영,35,2025-06-25
의정부시,더샵파크에비뉴아파트경로당,의정부시 호국로1162번길 24 (가능동),,2023-05-31,운영,55,2025-06-25
의정부시,의정부롯데캐슬골드포레아파트경로당,의정부시 안말로 20 (가능동),,2024-01-15,운영,21,2025-06-25
의정부시,흥선동경로당, 의정부시 호국로1183번길 26 (가능동),031-872-4149,1982-10-01,운영,106,2025-06-25
의정부시,가능3동경로당," 의정부시 흥선로16번길 72-3, 1층 (가능동)",031-872-9216,1995-02-22,운영,26,2025-06-25
의정부시,수원지경로당, 의정부시 호국로1049번길 40 (가능동),031-872-2521,1995-01-01,운영,84,2025-06-25
의정부시,가능3동 신도1차아파트경로당, 의정부시 서부로 527 (가능동),031-872-6737,1999-01-09,운영,21,2025-06-25
의정부시,제일경로당, 의정부시 흥선로24번길 27 (가능동),031-873-3132,2001-02-22,운영,29,2025-06-25
의정부시,브라운스톤경로당," 의정부시 호국로1142번길 22, 2층 (가능동, 브라운스톤아파트)",031-836-5538,2008-05-26,운영,25,2025-06-25
의정부시,행복경로당, 의정부시 흥선로108-12 (가능동),031-877-1788,2017-05-25,운영,47,2025-06-25
의정부시,녹양현대아파트경로당," 의정부시 녹양로 86-13 (녹양동, 녹양현대아파트)",031-874-8768,1991-08-15,운영,28,2025-06-25
의정부시,동원1차아파트경로당," 의정부시 녹양로62번길 98, 1층 (녹양동, 동원아파트)",031-878-8449,1994-07-14,운영,20,2025-06-25
의정부시,녹양청구아파트경로당," 의정부시 녹양로 71-7 (녹양동, 청구아파트)",031-878-0335,1995-05-31,운영,20,2025-06-25
의정부시,동원2차아파트경로당," 의정부시 녹양로62번길 96-13, 2층 (녹양동, 동원아파트)",031-878-9636,1995-12-06,운영,23,2025-06-25
의정부시,녹양신도9차아파트경로당," 의정부시 진등로19번길 20, 1층 (녹양동, 신도아파트)",031-829-9768,2001-06-13,운영,15,2025-06-25
의정부시,녹양대림아파트경로당," 의정부시 체육로 206-14, 1층 (녹양동,대림아파트)",031-827-3633,2001-08-09,운영,25,2025-06-25
의정부시,무궁화경로당, 의정부시 비우로92번길 13-16 (녹양동),031-877-0110,1998-05-28,운영,29,2025-06-25
의정부시,장수경로당, 의정부시 녹양로62번길 19-24 (녹양동),031-829-3336,2005-11-29,운영,23,2025-06-25
의정부시,녹양현대힐스테이트아파트경로당," 의정부시 녹양로62번길 12, 1층 (녹양동, 힐스테이트)",031-838-0437,2007-05-25,운영,31,2025-06-25
의정부시,영무예다음아파트경로당," 의정부시 녹양로 57 (녹양동, 영무예다음)",031-855-1501,2007-12-11,운영,22,2025-06-25
의정부시,버들개경로당, 의정부시 버들로15번길 17 (녹양동),031-877-1009,2008-01-30,운영,54,2025-06-25
의정부시,녹양휴먼시아 1단지경로당," 의정부시 체육로 278, 102동 1층 1호 (녹양동, 휴먼시아아파트)",031-838-9393,2008-10-28,운영,24,2025-06-25
의정부시,녹양휴먼시아 2단지경로당," 의정부시 체육로 298-12, 203동 1호 (녹양동, 휴먼시아아파트)",031-838-6607,2008-10-28,운영,29,2025-06-25
의정부시,녹양휴먼시아 3단지경로당," 의정부시 본원로 39, 1층 (녹양동, 휴먼시아아파트)",031-836-7055,2009-03-06,운영,22,2025-06-25
의정부시,녹양휴먼시아 4단지경로당," 의정부시 본원로 40, 406동 1층 (녹양동, 휴먼시아아파트)",031-876-8008,2008-12-18,운영,20,2025-06-25
의정부시,호명산빌리지경로당," 의정부시 입석로 70번길 26, 115동 2층 (녹양동, 호명산빌리지)",031-876-7728,2011-11-07,운영,20,2025-06-25
의정부시,녹양LH5단지경로당, 의정부시 본원로46번길 16(녹양동),031-876-6541,2019-07-24,운영,27,2025-06-25
의정부시,고산수자인디에스티지아트포레경로당, 의정부시 문화로 38 (산곡동),,2025-05-21,운영,35,2025-06-25
의정부시,의정부시니어클럽, 의정부시 장곡로 476(신곡동),031-826-0760,2014-12-18,운영,-,2025-06-25
의정부시,의정부노인종합복지관,의정부시 경의로85번길 16-12,031-826-0742,1994-11-18,운영,,2025-06-25
의정부시,송산노인종합복지관,의정부시 용민로 99,031-852-2595,2005-04-07,운영,,2025-06-25
의정부시,신곡노인종합복지관,의정부시 금신로297번길 38,031-840-5300,2011-06-28,운영,,2025-06-25
의정부시,흥선노인복지관,의정부시 호국로1135번길 15,031-840-5302,2019-03-18,운영,,2025-06-25
의정부시,사임당요양원,"의정부시 오목로205번길 61, 4층 (민락동)",031-851-6666,2017-04-06,운영,46,2025-06-25
의정부시,튼튼요양원,"의정부시 용민로 198, 6, 7층 (민락동)",031-851-8875,2018-01-31,운영,121,2025-06-25
의정부시,늘예랑요양원(3),"의정부시 장곡로 626 (신곡동, 금오종합상가 B동 803,4,5,6호)",031-852-9192,2013-05-13,운영,22,2025-06-25
의정부시,나눔의샘평안노인요양공동생활가정,"의정부시 부용로214번길 26 (신곡동, 2~3층)",031-851-5697,2008-05-23,운영,9,2025-06-25
의정부시,민락소망요양원,"의정부시 오목로225번길 141, 403호 (민락동)",031-851-9004,2016-10-06,운영,25,2025-06-25
의정부시,가인재활실버케어,의정부시 용민로 226 (낙양동),031-853-2400,2023-01-01,운영,96,2025-06-25
의정부시,노블피아 요양원,의정부시 안개울길 15 (용현동),031-856-9977,2023-11-01,운영,94,2025-06-25
의정부시,메디컬케어요양원,의정부시 문충로 148 (고산동),031-821-4300,2024-10-01,운영,49,2025-06-25
의정부시,햇살요양원,"의정부시 시민로 202, 3,4,5,6층 (신곡동)",031-821-2100,2017-09-28,운영,49,2025-06-25
의정부시,금오요양원,의정부시 금오로 8 (금오동),031-848-6050,2017-02-01,운영,80,2025-06-25
의정부시,금오햇살요양원,"의정부시 장곡로596번길 15, 8층 (신곡동)",070-4793-2100,2022-07-01,운영,29,2025-06-25
의정부시,늘곁에올케어요양원,의정부시 금오로 115-10 (금오동),031-844-1001,2022-06-01,운영,68,2025-06-25
의정부시,노인요양공동생활가정 행복한 쉼터,의정부시 비우로108번길 46-9 (녹양동),031-826-9175,2012-09-11,운영,9,2025-06-25
의정부시,축복의 향기 요양원,의정부시 송산로939번길 79 (산곡동),031-856-9999,2011-12-12,운영,103,2025-06-25
의정부시,우리노인요양원(녹양),의정부시 입석로70번길 58 (녹양동),031-877-8803,2012-01-04,운영,37,2025-06-25
의정부시,엔젤재활요양원,의정부시 금신로296번길 6 (신곡동),031-846-7700,2024-12-01,운영,99,2025-06-25
의정부시,사랑요양원,"의정부시 장곡로 598, 701호 (신곡동, 월드프라자)",031-823-8291,2020-04-01,운영,29,2025-06-25
의정부시,가능요양복지센터,의정부시 녹양로 16 (가능동),031-875-8000,2012-08-30,운영,131,2025-06-25
의정부시,위너스요양원,의정부시 천보로553번길 27-2 (금오동),031-847-7162,2025-06-01,운영,41,2025-06-25
의정부시,행복요양원,"의정부시 발곡로 10, 4층 (신곡동, 백상프라자)",031-872-0123,2018-06-26,운영,70,2025-06-25
의정부시,우리노인요양원,"의정부시 경의로 56, 2층 (의정부동)",031-877-8801,2017-12-14,운영,9,2025-06-25
의정부시,조은요양원,"의정부시 효자로 14, 2층 (민락동)",031-853-8640,2021-02-01,운영,29,2025-06-25
의정부시,즐거운요양원,의정부시 승지로19번길 33 (민락동),031-871-8478,2024-04-01,운영,26,2025-06-25
의정부시,로뎀실버케어,의정부시 용민로 226 (낙양동),031-853-9933,2023-01-01,운영,96,2025-06-25
의정부시,사랑뜰요양원,"의정부시 평화로 636, 5층 (의정부동, 대호빌딩)",031-848-2555,2020-10-01,운영,9,2025-06-25
의정부시,부모사랑요양원 2호점,"의정부시 평화로 309, 4층 (호원동)",031-872-3454,2025-05-01,운영,26,2025-06-25
의정부시,민락휴요양원,"의정부시 오목로205번길 67, 4층 401~403호 (민락동)",031-851-3698,2024-05-01,운영,17,2025-06-25
의정부시,효경요양원,"의정부시 청사로47번길 7-28, 3층 (금오동)",031-823-3601,2024-12-01,운영,20,2025-06-25
의정부시,21세기요양복지센터,"의정부시 안말로 66 (호원동, 21세기 요양복지센터)",031-837-3800,2014-04-01,운영,108,2025-06-25
의정부시,예마루요양원,"의정부시 발곡로 10 (신곡동, 백상프라자 5층)",031-837-3351,2019-11-26,운영,75,2025-06-25
의정부시,효인요양원,"의정부시 청사로47번길 15, 3층 301~305호 (금오동, 골드피아)",031-853-3330,2021-08-01,운영,29,2025-06-25
의정부시,의정부행복한요양원,의정부시 송산로1181번길 70-31 (용현동),031-841-6221,2013-05-16,운영,43,2025-06-25
의정부시,루시아참요양원,의정부시 입석로70번길 60 (녹양동),031-872-6267,2024-10-01,운영,37,2025-06-25
의정부시,가람플러스요양원,"의정부시 오목로205번길 1, 304호 (민락동, 예스타워)",031-852-9436,2019-12-19,운영,9,2025-06-25
의정부시,블레스널싱실버케어,의정부시 용민로 226 (낙양동),031-871-3300,2023-01-01,운영,96,2025-06-25
의정부시,드림시니어케어,의정부시 용민로 226 (낙양동),031-872-9000,2023-01-01,운영,96,2025-06-25
의정부시,우리집 실버 요양원,의정부시 동일로466번길 64 (신곡동),031-842-5050,2018-12-19,운영,49,2025-06-25
의정부시,명품요양원,의정부시 송산로1161번길 130 (용현동),031-843-9600,2016-04-19,운영,70,2025-06-25
의정부시,가온요양원,"의정부시 오목로225번길 135, 8층 (민락동)",031-851-7877,2017-01-20,운영,20,2025-06-25
의정부시,VIP보명요양원,의정부시 능곡로26번길 49 (신곡동),031-821-6696,2016-12-10,운영,81,2025-06-25
의정부시,금강요양원,"의정부시 청사로 49, 1001호 (금오동)",031-840-9977,2024-06-01,운영,28,2025-06-25
의정부시,아가페요양원,"의정부시 부용로95번길 10, 7층 (금오동)",031-852-2241,2017-07-05,운영,29,2025-06-25
의정부시,의정부 녹양건강한요양원 ,"의정부시 체육로 298-13, 302호 (녹양동)",031-855-9829,2021-07-01,운영,9,2025-06-25
의정부시,광림요양원,의정부시 송산로1181번길 107-18 (용현동),031-846-7733,2019-07-10,운영,99,2025-06-25
의정부시,보금자리요양원,"의정부시 체육로 298-7 (녹양동, 크로바 프라자 3,7층)",031-829-2829,2013-04-16,운영,29,2025-06-25
의정부시,로얄실버케어,의정부시 용민로 226 (낙양동),031-853-9999,2023-01-01,운영,96,2025-06-25
의정부시,궁전노인전문요양원,의정부시 오목로35번길 25-26 (용현동),031-845-9600,2022-08-01,운영,74,2025-06-25
의정부시,다정한요양원,의정부시 승지로19번길 33 (민락동),031-853-3312,2022-07-01,운영,26,2025-06-25
의정부시,느티나무요양원,"의정부시 오목로225번길 161, 402호 (민락동)",031-852-5530,2016-09-01,운영,17,2025-06-25
의정부시,한양실버캐슬요양원,"의정부시 오목로225번길 161, 401호 (민락동)",031-852-1131,2016-08-04,운영,21,2025-06-25
의정부시,빛난 그대 요양원,"의정부시 부용로 95, 601호 (금오동, 현대프라자)",031-851-7577,2021-01-01,운영,13,2025-06-25
의정부시,다온요양원,"의정부시 호국로 1385, 2층 (금오동)",031-848-4470,2025-02-01,운영,45,2025-06-25
의정부시,예가요양원,"의정부시 오목로225번길 140, 405 (민락동, 성산타워)",031-852-7706,2015-12-31,운영,23,2025-06-25
의정부시,행복돌봄요양원,"의정부시 부용로 95, 802호 (금오동, 현대프라자)",031-847-9860,2019-12-19,운영,17,2025-06-25
의정부시,사랑자리요양원(본점),"의정부시 체육로 298-13 (녹양동, 6층, 7층)",031-829-8383,2017-11-01,운영,21,2025-06-25
의정부시,의정부노인센터 실버빌,의정부시 경의로 41 (의정부동),031-876-3931,2015-06-24,운영,29,2025-06-25
의정부시,루시아요양원,"의정부시 평화로 636, 6층 (의정부동, 대호빌딩)",031-848-6459,2020-03-01,운영,9,2025-06-25
의정부시,베스트요양원,"의정부시 용현로105번길 11, 2층 108호 (민락동)",031-852-1111,2024-02-01,운영,29,2025-06-25
의정부시,한사랑요양원,"의정부시 용현로105번길 11, 301호 (민락동)",031-853-3556,2020-06-01,운영,26,2025-06-25
의정부시,호원 사랑마루 요양원,"의정부시 평화로 381, 5층 (호원동, 준원프라자)",031-877-1141,2016-04-05,운영,29,2025-06-25
의정부시,늘예랑요양원,"의정부시 장곡로628번길 22, 8층 (신곡동, 삼성플러스)",031-852-3232,2022-04-01,운영,22,2025-06-25
의정부시,사랑방요양원,"의정부시 용민로 110, 2층 201호 (민락동)",031-851-5083,2023-12-01,운영,25,2025-06-25
의정부시,보금자리요양원(키움점),"의정부시 체육로 306-32, 4층 (녹양동)",031-855-2829,2016-07-01,운영,9,2025-06-25
의정부시,성모요양원,의정부시 태평로 207 (의정부동),031-821-0076,2017-12-06,운영,66,2025-06-25
의정부시,보금자리 요양원 (녹양점),"의정부시 체육로 306-14, 6층 (녹양동)",031-837-7761,2023-12-01,운영,9,2025-06-25
의정부시,해오름요양원2관,"의정부시 금오로 121-7, 2층 (금오동)",031-821-8820,2024-07-01,운영,9,2025-06-25
의정부시,원추리 실버케어 요양원,"의정부시 체육로 298-5, 5,6,7,8층 (녹양동)",031-855-5010,2019-02-01,운영,49,2025-06-25
의정부시,해오름요양원1관,"의정부시 금오로 121-7, 3층 (금오동)",031-821-8800,2024-07-01,운영,9,2025-06-25
의정부시,심청이 요양원 2,"의정부시 평화로 309, 4층 (호원동)",031-872-5696,2019-01-01,운영,26,2025-06-25
의정부시,나섬요양원,"의정부시 평화로 636, 3층 (의정부동, 대호빌딩 3층)",031-821-0075,2020-12-01,운영,9,2025-06-25
의정부시,루시아요양원7,"의정부시 평화로 636, 7층 (의정부동, 대호빌딩)",031-846-8890,2020-05-01,운영,9,2025-06-25
의정부시,효사랑요양원,"의정부시 체육로 304, 8층 (녹양동, 녹양프라자)",031-877-3220,2021-05-01,운영,17,2025-06-25
의정부시,푸른숲요양원,의정부시 녹양로125번길 133 (녹양동),031-1577-9165,2012-03-06,운영,46,2025-06-25
의정부시,참조은재활요양원,"의정부시 오목로205번길 61, 6층 (민락동)",031-852-8650,2017-03-20,운영,40,2025-06-25
의정부시,의정요양원,의정부시 금오로 9-12 (금오동),031-846-1145,2017-11-17,운영,99,2025-06-25
의정부시,금빛요양원,"의정부시 장곡로628번길 22, 9층 (신곡동)",031-851-9999,2022-01-01,운영,22,2025-06-25
의정부시,휴마루 시니어타운,의정부시 오목로35번길 25-25 (용현동),031-872-2525,2013-09-30,운영,75,2025-06-25
의정부시,그린요양원,"의정부시 효자로 10, 801, 807호 (민락동)",031-851-7703,2025-04-01,운영,9,2025-06-25
의정부시,시온의집 요양원,의정부시 시민로387번길 59 (용현동),031-848-5885,2008-08-19,운영,20,2025-06-25
의정부시,용현노인생활가정,"의정부시 충의로 37, 4층 (용현동)",031-851-1163,2012-11-01,운영,9,2025-06-25
의정부시,의정부 사랑마루,의정부시 회룡로 188 (장암동),031-826-1141,2012-01-02,운영,39,2025-06-25
의정부시,예다움요양원,"의정부시 장곡로 606 (신곡동,엘리트타운 8층)",031-851-9111,2010-03-01,운영,27,2025-06-25
의정부시,효실버카운티,"의정부시 금신로 323, 4층 (신곡동, 대영프라자)",031-848-1700,2010-03-01,운영,29,2025-06-25
의정부시,나눔의샘전문요양원,의정부시 오목로 134 (민락동),031-851-5488,2008-05-23,운영,64,2025-06-25
의정부시,시온요양원,"의정부시 장곡로628번길 22, 501호 (신곡동)",031-853-5886,2022-05-01,운영,21,2025-06-25
의정부시,성심제일요양원,의정부시 오목로35번길 25-20 (용현동),031-843-2100,2017-01-24,운영,29,2025-06-25
의정부시,가람요양원,"의정부시 회룡로105번길 15, 3층 (호원동)",031-838-8817,2025-02-01,운영,9,2025-06-25
의정부시,행복더하기요양원,"의정부시 청사로47번길 15, 605호 (금오동)",031-851-2570,2021-08-01,운영,15,2025-06-25
의정부시,가족행복요양원,"의정부시 평화로 309, 5층 (호원동)",031-837-1500,2019-01-01,운영,26,2025-06-25
의정부시,부모사랑요양원,"의정부시 평화로 309, 3층 (호원동)",031-877-7454,2025-06-01,운영,27,2025-06-25
의정부시,정인실버,"의정부시 호국로 1336, 1001호 (의정부동, 탑빌딩)",031-846-3030,2012-03-30,운영,29,2025-06-25
의정부시,금오사랑가득요양원,의정부시 금오로 102 (금오동),031-840-7890,2013-02-21,운영,70,2025-06-25
의정부시,굿모닝요양원,"의정부시 금신로 390, 3층 (금오동, 금오유니시티)",031-855-1255,2021-06-01,운영,9,2025-06-25
의정부시,노블레스 요양원,의정부시 송산로1181번길 107-6 (용현동),031-878-9988,2015-11-04,운영,83,2025-06-25
의정부시,VIP요양원,"의정부시 효자로 14, 701호 (민락동, e프라자)",031-853-2606,2022-03-01,운영,29,2025-06-25
의정부시,사랑가득요양원,의정부시 신흥로119번길 68 (호원동),031-876-0109,2010-12-20,운영,42,2025-06-25
의정부시,샬롬요양원,"의정부시 호국로1135번길 9, 1층 (가능동)",031-876-1008,2022-06-01,운영,9,2025-06-25
의정부시,효담요양원,"의정부시 오목로225번길 157, 701호 (민락동, 폴리프라자)",031-853-2241,2021-04-01,운영,11,2025-06-25
의정부시,의정부소망노인요양원,의정부시 송산로1181번길 70-41 (용현동),031-821-2406,2011-01-03,운영,45,2025-06-25
의정부시,푸른요양원,"의정부시 체육로 298-13 (녹양동, 4층, 5층)",031-855-9998,2019-11-01,운영,26,2025-06-25
의정부시,효요양원,"의정부시 둔야로 49, 3층 (의정부동)",031-875-2241,2025-03-01,운영,9,2025-06-25
의정부시,연지곤지요양원,"의정부시 시민로 405, 3층 (용현동)",031-852-4478,2016-05-27,운영,29,2025-06-25
의정부시,늘푸른요양원,의정부시 오목로35번길 47-9 (용현동),031-836-7000,2018-10-10,운영,48,2025-06-25
의정부시,카네이션요양원,"의정부시 체육로 306-14, 5층 (녹양동, 센츄럴프라자)",031-829-1307,2016-03-10,운영,9,2025-06-25
의정부시,함께하는 요양원,"의정부시 호국로 1430, 301호 (금오동, 다우림프라자)",031-851-1009,2019-02-01,운영,9,2025-06-25
의정부시,가족마음방문요양센터,"의정부시 비우로 93, 3층 (녹양동)",031-855-3285,2024-02-01,운영,0,2025-06-25
의정부시,감동플러스 재가노인센터,"의정부시 용민로 397, 3층 301호 (낙양동, 예스프라자5차)",031-853-1060,2022-08-01,운영,0,2025-06-25
의정부시,A+효림방문요양센터,"의정부시 용민로 70, 308호 (용현동)",031-827-3088,2021-10-01,운영,0,2025-06-25
의정부시,은샘노인재가복지센터,"의정부시 부용로219번길 21, 107호 (용현동, 송산주공프라자)",031-852-0909,2023-02-01,운영,0,2025-06-25
의정부시,두림방문요양센터,"의정부시 천보로 14, 2060호 (민락동, 글래드스톤)",031-853-8806,2020-11-01,운영,0,2025-06-25
의정부시,으뜸재가노인복지센터,"의정부시 금신로 311, 301-2호 (신곡동)",031-821-3555,2024-04-01,운영,0,2025-06-25
의정부시,다시봄 노인복지센터,"의정부시 회룡로117번길 67-15, 101호 (호원동)",070-7585-6803,2024-12-01,운영,0,2025-06-25
의정부시,다옴재활주간보호센터,"의정부시 동일로 683-1, 2, 3층 (금오동)",031-845-7000,2025-04-01,운영,51,2025-06-25
의정부시,오케이재가노인복지센터,"의정부시 상금로 31-14, 201호 (금오동, 금오세아아파트 상가동)",031-846-5926,2024-10-01,운영,0,2025-06-25
의정부시,다행재가방문요양센터,"의정부시 발곡로 26, 304-1호 (신곡동, 미리타운)",031-872-0998,2022-11-01,운영,0,2025-06-25
의정부시,예원방문요양센터,"의정부시 의정로46번길 18, 4층 1호 (의정부동)",031-876-5473,2022-01-01,운영,0,2025-06-25
의정부시,포근한 방문요양센터,"의정부시 가능로 22, 2층 (가능동)",031-878-5901,2023-12-01,운영,0,2025-06-25
의정부시,별사랑 방문요양센터,"의정부시 회룡로192번길 33-8, 1층 (장암동)",031-826-8688,2022-03-01,운영,0,2025-06-25
의정부시,평화노인복지센터,"의정부시 동일로711번길 15, 3층 (금오동)",031-827-2799,2025-06-01,운영,21,2025-06-25
의정부시,이웃사랑방문요양센터,"의정부시 호국로1135번길 20, 1층 3호 (가능동)",031-874-1888,2022-05-01,운영,0,2025-06-25
의정부시,모심방문요양센터,"의정부시 오목로 152, 201호 (민락동)",031-853-8927,2024-10-01,운영,0,2025-06-25
의정부시,늘예랑데이케어센터,"의정부시 청사로5번길 8-17, 704~706호 (신곡동)",031-853-8841,2020-05-01,운영,35,2025-06-25
의정부시,비타 재활 주간보호센터,"의정부시 용민로 110, 5층 (민락동)",031-851-3114,2024-03-01,운영,55,2025-06-25
의정부시,다사랑재가복지센터,"의정부시 회룡로138번길 20, 202호 (호원동)",031-829-0203,2024-11-01,운영,0,2025-06-25
의정부시,가족행복복지센터,"의정부시 녹양로87번길 33, 202호 (녹양동, 벧엘 하이츠빌)",031-836-5040,2025-05-01,운영,0,2025-06-25
의정부시,재활플러스주간보호센터,"의정부시 오목로205번길 1, 505호 (민락동, 예스타워)",031-851-9985,2018-07-19,운영,30,2025-06-25
의정부시,가온노인데이케어센터,"의정부시 신흥로 309, 1층 (의정부동)",031-855-7888,2023-04-01,운영,32,2025-06-25
의정부시,의정부행복한주야간보호센터,의정부시 송산로1181번길 70-56 (용현동),031-821-0070,2023-01-01,운영,36,2025-06-25
의정부시,경기북부드림노인복지센터,"의정부시 장곡로 606, 704호 (신곡동, 엘리트타운)",031-928-5456,2020-12-01,운영,0,2025-06-25
의정부시,조약돌재가요양센터,"의정부시 장곡로322번길 22, 1층 (신곡동)",031-827-0007,2020-08-01,운영,0,2025-06-25
의정부시,둥지방문요양센터,"의정부시 흥선로82번길 28, 1층 (가능동)",031-827-0303,2023-01-01,운영,0,2025-06-25
의정부시,다소니재가복지센터,의정부시 가능로62번길 27 (가능동),031-871-0540,2023-11-01,운영,0,2025-06-25
의정부시,싱글벙글방문요양센터,"의정부시 흥선로 72, 2층 (가능동)",031-879-7990,2021-01-01,운영,0,2025-06-25
의정부시,소풍재활주간보호센터,"의정부시 신곡로 46-21, 101, 2~301호 (신곡동)",031-876-5525,2022-07-01,운영,79,2025-06-25
의정부시,희망드림노인복지센터,"의정부시 범골로30번길 29, 2층 201호 (호원동)",031-876-0120,2022-07-01,운영,0,2025-06-25
의정부시,영우방문요양센터,"의정부시 승지로4번길 10, 3층 304호 (민락동, 거창프라자)",031-852-7371,2022-08-01,운영,0,2025-06-25
의정부시,의정부선복지센터,"의정부시 추동로 12, 104동 103호 (신곡동, 신곡은하수아파트)",031-836-9988,2022-02-01,운영,0,2025-06-25
의정부시,그린데이케어센터,"의정부시 천보로 64, 502~503호 (민락동)",031-853-7311,2024-06-01,운영,76,2025-06-25
의정부시,가가호호데이케어센터 의정부점,"의정부시 용민로 110, 5층 (민락동, 포스탑프라자)",031-851-3114,2019-04-04,운영,49,2025-06-25
의정부시,감사복지센터,"의정부시 신곡로70번길 4-11, 1층 (신곡동)",031-837-6781,2020-09-01,운영,0,2025-06-25
의정부시,무지개케어재가센터,의정부시 호국로 1115-2 (가능동),031-827-0888,2023-02-01,운영,0,2025-06-25
